name	ra_hours	dec_deg	mag
HR 5890	15.880920	-50.61582	6.63
HIP 79962	16.321444	-35.49090	6.63
HIP 80051	16.340159	52.03903	6.63
HIP 81208	16.587178	-35.72464	6.63
HIP 83163	16.995642	-18.24834	6.63
HIP 86424	17.658658	3.39264	6.63
HIP 90170	18.399987	43.90773	6.63
HR 6921	18.487997	-38.85130	6.63
HR 6929	18.489441	-25.25661	6.63
HIP 92950	18.937328	-18.70946	6.63
HIP 93188	18.981388	-48.50592	6.63
HIP 93801	19.102988	-9.63221	6.63
HIP 94627	19.256192	-6.04976	6.63
HIP 96314	19.583261	-81.75295	6.63
HIP 97157	19.748416	-10.57288	6.63
HIP 100262	20.336095	11.46938	6.63
HR 7772	20.340596	-6.36173	6.63
HIP 101398	20.549735	49.84122	6.63
HIP 101588	20.588340	41.89017	6.63
HR 7981	20.843627	18.05129	6.63
HIP 103062	20.881550	24.91458	6.63
HR 8186	21.379676	38.63428	6.63
HIP 106199	21.511213	-14.29121	6.63
HIP 108232	21.926161	-70.06830	6.63
HIP 108809	22.042491	-32.13375	6.63
HIP 110073	22.296470	26.93652	6.63
HR 8658	22.768881	-48.97882	6.63
HIP 113947	23.075737	63.24067	6.63
HIP 115214	23.336563	23.09115	6.63
HIP 116679	23.645465	-62.88549	6.63
HIP 116993	23.718240	53.15260	6.63
HIP 116994	23.718316	-46.31213	6.63
HIP 118090	23.955420	61.02620	6.63
HIP 1192	0.248823	-3.02741	6.64
HIP 2994	0.634595	-0.50353	6.64
HIP 3889	0.831932	-0.22414	6.64
HIP 5198	1.107692	-39.85628	6.64
HIP 9494	2.035911	75.50217	6.64
HIP 9875	2.117373	-8.60636	6.64
HIP 10890	2.335823	50.95810	6.64
HIP 11138	2.388933	52.08310	6.64
HIP 12083	2.595502	68.36775	6.64
HR 891	3.014864	52.35204	6.64
HIP 14107	3.031444	38.87823	6.64
HIP 14286	3.069214	61.70583	6.64
HIP 14592	3.140474	57.01292	6.64
HR 990	3.269807	-30.82747	6.64
HIP 16389	3.517774	-0.48120	6.64
HIP 19036	4.077664	17.51760	6.64
HIP 19089	4.093347	34.23916	6.64
HIP 20472	4.388013	11.37792	6.64
HIP 21474	4.611311	15.86933	6.64
HIP 21601	4.637513	60.88420	6.64
HIP 21837	4.695009	-12.47579	6.64
HIP 22754	4.894368	61.48172	6.64
HIP 23422	5.033605	-5.50105	6.64
HIP 23964	5.151220	49.12190	6.64
HIP 25746	5.497258	-47.07629	6.64
HIP 27788	5.880330	-34.56056	6.64
HIP 28054	5.932390	41.32332	6.64
HIP 29163	6.151887	-8.30157	6.64
HIP 31096	6.525439	37.17800	6.64
HR 2374	6.527605	11.79228	6.64
HIP 32315	6.746277	44.50550	6.64
HIP 32936	6.861449	-2.40271	6.64
HIP 33423	6.950482	-19.43900	6.64
HR 2603	6.954102	-22.20286	6.64
HR 2629	7.028179	4.81810	6.64
HIP 33858	7.029224	69.64642	6.64
HIP 33869	7.030533	-10.88236	6.64
HIP 34229	7.096458	31.39328	6.64
HIP 34572	7.160494	60.79209	6.64
HIP 34855	7.212872	-57.49073	6.64
HR 2760	7.288276	6.68098	6.64
HIP 36739	7.556841	15.63913	6.64
HR 2912	7.574679	-26.11685	6.64
HIP 36980	7.600968	-57.29588	6.64
HIP 37372	7.672078	-78.38738	6.64
HIP 37718	7.736819	-50.45673	6.64
HIP 38512	7.887117	-34.93853	6.64
HIP 39371	8.048810	-48.32500	6.64
HR 3196	8.151849	-30.32286	6.64
HIP 40144	8.198155	-35.77303	6.64
HIP 40386	8.245191	-73.80718	6.64
HIP 41154	8.397050	-28.97028	6.64
HR 3437	8.683784	-9.05200	6.64
HIP 44142	8.990089	45.73843	6.64
HIP 46704	9.521497	27.38724	6.64
HIP 47330	9.644984	75.20542	6.64
HIP 47604	9.706488	-0.27942	6.64
HIP 48256	9.837185	39.63171	6.64
HIP 48589	9.909413	-58.42127	6.64
HIP 49882	10.185711	20.69615	6.64
HIP 50221	10.252078	-55.54927	6.64
HIP 50664	10.346755	-47.56591	6.64
HIP 51029	10.425159	36.20455	6.64
HIP 51179	10.453398	11.31709	6.64
HIP 51472	10.513688	-86.09068	6.64
HIP 52622	10.761401	-47.45981	6.64
HIP 54075	11.065059	-19.64996	6.64
HIP 55518	11.370988	-58.38604	6.64
HIP 58708	12.041386	43.08408	6.64
HIP 58942	12.085724	-61.17958	6.64
HIP 60123	12.330729	28.46435	6.64
HIP 61908	12.687146	-27.90819	6.64
HIP 61995	12.704933	33.68858	6.64
HIP 62179	12.743049	-57.28692	6.64
HIP 62241	12.756530	-48.17047	6.64
HIP 63839	13.083908	-64.44159	6.64
HIP 65309	13.384859	47.00199	6.64
HR 5074	13.451295	64.73553	6.64
HIP 65760	13.481924	-62.10228	6.64
HIP 66113	13.552554	5.85308	6.64
HIP 66524	13.635842	-50.34992	6.64
HIP 66610	13.653862	10.50967	6.64
HIP 68019	13.928921	-41.99494	6.64
HIP 69271	14.181071	-32.07570	6.64
HR 5411	14.457637	41.02491	6.64
HIP 72047	14.737133	-8.25193	6.64
HIP 72499	14.823932	10.04416	6.64
HIP 73238	14.968130	-17.36420	6.64
HIP 73440	15.007630	71.76546	6.64
HIP 74885	15.304156	45.61983	6.64
HIP 76982	15.719093	-13.05631	6.64
HIP 78333	15.994804	-7.30206	6.64
HIP 79000	16.126321	-36.71966	6.64
HIP 79229	16.169411	-24.58242	6.64
HIP 81639	16.677180	-35.68718	6.64
HIP 82316	16.819334	12.90914	6.64
HIP 82894	16.940040	80.85958	6.64
HIP 83116	16.984881	-48.87512	6.64
HIP 84314	17.237291	-26.98442	6.64
HR 6427	17.323508	-44.22303	6.64
HIP 85138	17.399340	-65.70213	6.64
HIP 85289	17.428026	16.38397	6.64
HIP 85530	17.478885	-82.77960	6.64
HIP 86564	17.689821	67.15200	6.64
HIP 86679	17.710207	29.41890	6.64
HIP 86747	17.725858	-57.02215	6.64
HIP 86969	17.773578	1.04435	6.64
HIP 88142	18.003206	-24.28430	6.64
HIP 91042	18.572144	29.74177	6.64
HR 7000	18.638611	-1.11299	6.64
HIP 91674	18.694700	40.71783	6.64
HR 7098	18.828912	31.62946	6.64
HR 7105	18.878246	-30.73406	6.64
HR 7147	18.934389	17.99534	6.64
HIP 93502	19.042818	-10.72178	6.64
HIP 94027	19.143173	14.43522	6.64
HIP 94168	19.168963	-71.54853	6.64
HIP 95584	19.441833	20.25898	6.64
HIP 96292	19.578868	43.94586	6.64
HIP 96310	19.582251	33.79549	6.64
HR 7485	19.677661	23.71795	6.64
HIP 97438	19.804289	59.42290	6.64
HIP 98402	19.994203	31.82650	6.64
HIP 100491	20.378101	-78.96091	6.64
HIP 100797	20.437592	2.95716	6.64
HIP 101728	20.620187	52.97307	6.64
HIP 102910	20.848888	34.75402	6.64
HIP 103637	20.997583	44.99645	6.64
HIP 103705	21.014768	-36.05397	6.64
HR 8042	21.036864	-43.00215	6.64
HIP 104128	21.096816	15.32722	6.64
HIP 106955	21.661799	-42.44559	6.64
HIP 107995	21.879689	73.70227	6.64
HIP 109349	22.152558	2.73402	6.64
HIP 109460	22.175492	-10.82039	6.64
HIP 109514	22.184670	48.67738	6.64
HIP 110629	22.410887	-41.44034	6.64
HIP 111990	22.684403	36.26350	6.64
HIP 112950	22.875798	3.55223	6.64
HIP 113354	22.957140	43.01282	6.64
HIP 113821	23.049106	-47.84832	6.64
HIP 115220	23.337736	-3.91914	6.64
HIP 116163	23.536854	-11.54455	6.64
HIP 117815	23.894421	-65.94713	6.64
HIP 508	0.101182	40.41853	6.65
HIP 5440	1.159718	57.35000	6.65
HIP 5444	1.160875	23.79424	6.65
HIP 6237	1.334164	-9.88379	6.65
HIP 6858	1.470104	44.04924	6.65
HIP 7358	1.580288	20.17273	6.65
HIP 9188	1.971810	59.62595	6.65
HIP 10232	2.192307	-18.97676	6.65
HIP 10816	2.320539	57.16923	6.65
HIP 12363	2.652481	-9.83121	6.65
HIP 13887	2.980379	43.36449	6.65
HIP 14709	3.167580	-63.91360	6.65
HIP 17519	3.750754	2.62127	6.65
HIP 18911	4.052940	8.88264	6.65
HIP 19202	4.116147	-21.99406	6.65
HIP 21369	4.584824	57.42038	6.65
HIP 22994	4.947078	55.82411	6.65
HR 1610	5.009426	3.61575	6.65
HIP 24906	5.338415	19.57823	6.65
HIP 28150	5.948596	-44.00897	6.65
HIP 28409	6.000314	-8.10755	6.65
HIP 29292	6.175532	-34.81683	6.65
HIP 29917	6.298148	-4.38268	6.65
HIP 31696	6.631241	23.60445	6.65
HIP 32376	6.757371	9.76573	6.65
HR 2583	6.903623	-23.92834	6.65
HIP 34413	7.134288	-11.92328	6.65
HR 2695	7.147057	-24.04379	6.65
HIP 34597	7.166090	7.72464	6.65
HIP 38972	7.975092	2.93585	6.65
HIP 40001	8.169848	35.45499	6.65
HIP 40478	8.264681	-46.31228	6.65
HIP 41293	8.425075	-58.13322	6.65
HIP 42444	8.654145	-12.73747	6.65
HIP 42485	8.661849	19.77846	6.65
HR 3566	8.974274	35.80264	6.65
HIP 44316	9.025364	-4.45601	6.65
HIP 44733	9.115216	-18.20159	6.65
HIP 48571	9.906403	-46.63685	6.65
HIP 51809	10.585027	2.20454	6.65
HIP 51943	10.611830	-27.65635	6.65
HIP 54795	11.218086	-47.05520	6.65
HIP 55148	11.290818	60.27178	6.65
HIP 56909	11.666252	-38.10836	6.65
HR 4505	11.701443	22.21106	6.65
HIP 58482	11.993134	-46.63314	6.65
HIP 62312	12.768190	-54.61221	6.65
HIP 63479	13.007125	31.77921	6.65
HIP 63583	13.029526	-39.61615	6.65
HIP 66139	13.558176	-43.42277	6.65
HIP 67495	13.831222	13.19195	6.65
HIP 67735	13.875741	16.72901	6.65
HIP 68170	13.955946	-62.48895	6.65
HIP 68752	14.072631	-9.25768	6.65
HIP 70714	14.462578	-13.35935	6.65
HIP 71538	14.631913	-48.02356	6.65
HIP 71724	14.671569	-40.84170	6.65
HIP 73672	15.059626	-35.94276	6.65
HR 5614	15.096591	-25.78949	6.65
HIP 74488	15.220765	-11.00708	6.65
HIP 74858	15.298075	33.59433	6.65
HIP 75210	15.369794	-37.63562	6.65
HIP 76582	15.640379	-19.91318	6.65
HIP 77463	15.815720	-60.36764	6.65
HIP 78946	16.116547	47.50504	6.65
HR 6000	16.142934	-39.09285	6.65
HIP 79322	16.188559	-45.33343	6.65
HIP 82588	16.883001	-0.02642	6.65
HR 6394	17.215096	0.35203	6.65
HIP 85105	17.393396	-16.03831	6.65
HIP 86751	17.726442	-32.66278	6.65
HIP 87223	17.821484	-30.59745	6.65
HIP 87924	17.961367	-39.10180	6.65
HIP 89143	18.193101	48.28951	6.65
HIP 89936	18.350382	-43.77484	6.65
HIP 89978	18.358189	51.30109	6.65
HIP 90187	18.403041	42.46690	6.65
HIP 91397	18.640089	60.71106	6.65
HIP 91466	18.654966	-34.16632	6.65
HIP 92788	18.908085	-45.48627	6.65
HIP 92977	18.942232	-48.99226	6.65
HR 7267	19.144502	16.85131	6.65
HIP 94064	19.149445	11.29354	6.65
HR 7357	19.385617	14.92103	6.65
HIP 95603	19.444882	-46.57892	6.65
HIP 97742	19.862834	-37.33633	6.65
HIP 99927	20.274223	27.77607	6.65
HIP 99955	20.280287	56.04031	6.65
HIP 100784	20.434405	40.40171	6.65
HIP 100988	20.475190	48.91891	6.65
HIP 101206	20.514645	49.21320	6.65
HIP 102801	20.826865	51.31430	6.65
HIP 103559	20.982121	44.06045	6.65
HIP 104430	21.154447	-0.23492	6.65
HIP 106053	21.481343	11.08483	6.65
HIP 108220	21.924297	-70.11537	6.65
HIP 109810	22.241438	7.97615	6.65
HIP 111610	22.610826	-48.30605	6.65
HIP 111864	22.658700	37.35362	6.65
HIP 112876	22.858183	62.97218	6.65
HIP 113829	23.051384	20.91858	6.65
HIP 115902	23.482682	75.22542	6.65
HIP 116161	23.536532	65.73916	6.65
HIP 116370	23.580658	-42.68429	6.65
HIP 117444	23.813369	-47.65002	6.65
HIP 117659	23.861958	-40.82768	6.65
HIP 118133	23.962836	11.47438	6.65
HR 32	0.177328	-73.22439	6.66
HIP 1046	0.217755	-22.47017	6.66
HIP 1140	0.237419	-55.06966	6.66
HIP 1392	0.290152	8.87652	6.66
HIP 1905	0.401463	44.26473	6.66
HIP 2135	0.451269	25.04207	6.66
HIP 3865	0.827007	47.76393	6.66
HIP 6507	1.393037	-24.35276	6.66
HIP 6878	1.476208	42.26769	6.66
HIP 6909	1.482632	-17.93735	6.66
HIP 6939	1.489869	25.27535	6.66
HIP 7658	1.643686	21.39822	6.66
HIP 8063	1.726728	51.51584	6.66
HIP 9656	2.070321	51.96779	6.66
HIP 10137	2.173334	-76.62371	6.66
HIP 10141	2.173746	59.97982	6.66
HIP 11889	2.555248	52.30895	6.66
HIP 12346	2.649532	62.59151	6.66
HIP 12715	2.723494	-69.15989	6.66
HIP 13112	2.810564	-37.40100	6.66
HIP 13155	2.819635	47.21795	6.66
HIP 16713	3.583665	32.01677	6.66
HIP 20675	4.428420	-9.92663	6.66
HIP 21264	4.562335	-5.30967	6.66
HIP 21915	4.713225	38.42663	6.66
HIP 22520	4.845941	1.14776	6.66
HIP 23213	4.995214	41.87320	6.66
HIP 23896	5.134718	7.89840	6.66
HR 1730	5.263070	-34.92668	6.66
HIP 25363	5.424999	34.18635	6.66
HIP 25622	5.473820	0.02034	6.66
HIP 26925	5.714909	18.98036	6.66
HIP 27227	5.770172	64.76901	6.66
HIP 28553	6.027562	-15.58929	6.66
HR 2161	6.114414	-11.17359	6.66
HIP 29637	6.245359	16.03711	6.66
HIP 29955	6.305775	27.21015	6.66
HR 2295	6.389665	-4.68751	6.66
HR 2312	6.421801	1.50152	6.66
HIP 31058	6.517528	39.75462	6.66
HIP 31314	6.567369	-77.68770	6.66
HIP 31340	6.572048	38.07600	6.66
HIP 31962	6.679848	-47.62152	6.66
HIP 32689	6.819498	27.19037	6.66
HIP 33672	6.995678	52.57243	6.66
HIP 34725	7.190326	-17.33112	6.66
HIP 35436	7.315421	0.07932	6.66
HIP 35796	7.383719	15.35895	6.66
HIP 36163	7.449591	43.25842	6.66
HIP 36334	7.478763	47.92075	6.66
HR 2882	7.511812	-37.33936	6.66
HR 2885	7.523825	-36.15326	6.66
HIP 36841	7.575442	28.68658	6.66
HIP 36922	7.590341	7.57995	6.66
HIP 37271	7.653462	53.90060	6.66
HIP 37373	7.672210	-39.42105	6.66
HIP 39684	8.110048	-63.51591	6.66
HIP 39773	8.128275	-49.01047	6.66
HIP 39825	8.136920	-61.07725	6.66
HIP 41040	8.375523	16.16249	6.66
HIP 42915	8.745211	-74.78803	6.66
HIP 42949	8.754841	-6.97853	6.66
HIP 43156	8.789962	-34.60033	6.66
HIP 43251	8.810982	12.54694	6.66
HIP 44755	9.121307	2.58164	6.66
HIP 45168	9.203845	-45.84842	6.66
HIP 45824	9.343523	0.18170	6.66
HIP 45875	9.354301	39.66648	6.66
HIP 47336	9.646026	10.77772	6.66
HIP 49561	10.118779	-21.25574	6.66
HIP 49943	10.196918	-34.33403	6.66
HR 4021	10.297387	71.06070	6.66
HIP 50505	10.314426	44.04832	6.66
23 Sex	10.350557	2.28972	6.66
HIP 53460	10.936258	0.43293	6.66
HIP 54432	11.138040	-1.90311	6.66
HR 4366	11.266057	12.84480	6.66
HR 4378	11.305845	11.98451	6.66
HIP 62388	12.786273	15.59167	6.66
HIP 63043	12.918091	19.61473	6.66
HIP 64603	13.240982	-24.28425	6.66
HIP 65970	13.525949	-61.58236	6.66
HIP 66476	13.628888	2.38231	6.66
HIP 66874	13.705770	-33.98046	6.66
HIP 67470	13.826685	13.01030	6.66
HR 5214	13.851258	34.77252	6.66
HIP 69972	14.318081	-59.37904	6.66
HIP 71209	14.562900	-79.95524	6.66
HIP 74553	15.233121	43.04808	6.66
HIP 74663	15.257715	-79.13651	6.66
HIP 75522	15.429121	-53.05795	6.66
HIP 78775	16.082469	39.15651	6.66
HIP 80527	16.439221	2.50784	6.66
HIP 80546	16.444777	9.27289	6.66
HIP 83508	17.066893	-25.69800	6.66
HIP 83780	17.122885	48.39933	6.66
HIP 84696	17.314010	-2.81058	6.66
HIP 84785	17.330814	45.30863	6.66
HIP 85211	17.411971	-45.00823	6.66
HIP 86624	17.699730	-33.50381	6.66
HIP 87823	17.940114	18.32700	6.66
HIP 87958	17.968058	32.64806	6.66
HIP 88812	18.129883	9.84893	6.66
HR 6849	18.244724	56.58824	6.66
HIP 89592	18.282637	-27.71588	6.66
HR 6941	18.501422	4.06535	6.66
HIP 90882	18.538557	67.77687	6.66
HIP 93682	19.077762	-48.40390	6.66
HIP 94041	19.145680	-23.19028	6.66
HR 7347	19.372449	-8.20107	6.66
HIP 95532	19.432297	-49.84289	6.66
HIP 95833	19.491685	36.28748	6.66
HR 7533	19.777651	25.13383	6.66
HIP 97417	19.799994	-20.95760	6.66
HR 7550	19.812165	35.31147	6.66
HIP 98657	20.038852	13.90939	6.66
HIP 99662	20.224272	55.13132	6.66
HIP 99681	20.228224	-34.11847	6.66
HIP 103224	20.913039	-18.79279	6.66
HIP 103330	20.933940	27.57553	6.66
HIP 103606	20.991420	55.94007	6.66
HIP 104499	21.168318	-29.72106	6.66
HIP 105250	21.318711	61.85845	6.66
HIP 105266	21.322371	-47.05459	6.66
HIP 106942	21.658758	-0.05111	6.66
HIP 107336	21.739962	-4.73090	6.66
HIP 107702	21.817194	-5.40375	6.66
HIP 107919	21.864419	11.09126	6.66
HIP 107993	21.879155	-3.99202	6.66
HIP 111701	22.627478	63.76934	6.66
HR 8800	23.121667	46.06815	6.66
HIP 114373	23.164566	39.46921	6.66
HIP 114377	23.165481	67.24206	6.66
HIP 114489	23.187243	5.00432	6.66
HIP 115141	23.323270	62.73978	6.66
HIP 115678	23.436610	70.68548	6.66
HR 8936	23.540218	34.95234	6.66
HIP 116436	23.594457	-27.49049	6.66
HIP 116777	23.666969	27.51497	6.66
HIP 117394	23.803369	8.24559	6.66
HIP 1330	0.278352	-32.68843	6.67
HIP 1469	0.305118	-36.50988	6.67
HIP 2058	0.434356	20.14685	6.67
Lam1Tuc	0.873477	-69.50376	6.67
HIP 4704	1.008232	80.54540	6.67
HIP 4789	1.025042	69.35852	6.67
HIP 6760	1.449461	-41.74741	6.67
HIP 7649	1.641876	-42.92790	6.67
HIP 7775	1.667870	40.68376	6.67
HIP 8908	1.911438	78.19647	6.67
HIP 10242	2.195394	3.45271	6.67
HIP 12232	2.624416	83.83457	6.67
HIP 12884	2.760248	-71.23595	6.67
HIP 13069	2.799837	15.50802	6.67
HIP 13414	2.878768	-41.39203	6.67
HIP 17049	3.654737	13.89150	6.67
HIP 21218	4.551756	-12.54339	6.67
HIP 22093	4.754045	79.65693	6.67
HIP 23090	4.969567	-16.78018	6.67
HIP 24016	5.162135	29.79863	6.67
HIP 25017	5.356407	-51.57532	6.67
HIP 26870	5.704893	2.36718	6.67
HIP 27129	5.753201	18.70436	6.67
HIP 28201	5.959247	-18.05519	6.67
HIP 28969	6.113517	23.63860	6.67
HR 2252	6.265879	-29.78843	6.67
HIP 30088	6.332602	-13.99301	6.67
HIP 30476	6.406768	-42.84752	6.67
HIP 34776	7.198739	-56.15550	6.67
HIP 34777	7.199170	49.78984	6.67
HIP 36328	7.478076	-29.11868	6.67
HIP 39286	8.033276	-54.66235	6.67
HIP 40556	8.281372	-64.18706	6.67
HR 3267	8.303556	-37.37461	6.67
HIP 43350	8.830211	7.01477	6.67
70 Cnc	9.069408	27.89830	6.67
HIP 44960	9.159558	-29.81691	6.67
HIP 45879	9.355144	13.11145	6.67
HIP 46290	9.440161	-42.25115	6.67
HIP 49613	10.125926	0.91832	6.67
HIP 51075	10.435889	3.93253	6.67
HIP 51784	10.580616	-3.89969	6.67
HR 4218	10.793870	-15.26195	6.67
HIP 54021	11.051711	-60.91073	6.67
HR 4376	11.295245	-36.53423	6.67
HIP 55243	11.313441	35.48936	6.67
HIP 56076	11.493759	-28.03059	6.67
HIP 56145	11.507919	43.57849	6.67
HIP 56904	11.664903	-50.48598	6.67
HIP 60313	12.367243	16.74473	6.67
HIP 61685	12.645370	-4.37355	6.67
HIP 63328	12.977771	-2.90364	6.67
HIP 64307	13.180516	-52.90756	6.67
HIP 65178	13.357198	-43.63432	6.67
HIP 67592	13.850123	80.76792	6.67
HIP 70800	14.479452	25.85388	6.67
HIP 74818	15.289623	74.04514	6.67
HIP 75107	15.348031	45.66487	6.67
HIP 78435	16.013027	-39.08851	6.67
HIP 83855	17.137703	16.09393	6.67
Inquill	17.330947	-48.54932	6.67
HIP 84975	17.367814	5.00082	6.67
HIP 85154	17.400975	-23.84434	6.67
HIP 85445	17.461496	-37.18561	6.67
HR 6610	17.743186	2.57913	6.67
HIP 87069	17.792186	18.88936	6.67
HIP 88716	18.111274	64.22143	6.67
HIP 89097	18.184784	-25.76231	6.67
HIP 91527	18.664917	-20.07129	6.67
HR 7090	18.794479	49.07486	6.67
HIP 92920	18.931536	35.81055	6.67
HIP 96507	19.619929	28.49986	6.67
HIP 96524	19.623182	18.97652	6.67
HIP 96903	19.697950	27.38214	6.67
HIP 97776	19.868725	-10.89269	6.67
HIP 98444	20.002322	-50.21671	6.67
HIP 98695	20.046120	14.58269	6.67
HR 7737	20.239316	42.10434	6.67
HIP 100526	20.383708	54.67287	6.67
HIP 101493	20.567213	34.67902	6.67
HIP 101533	20.576668	41.09840	6.67
HR 8004	20.890663	42.41020	6.67
HIP 103213	20.911091	46.23119	6.67
HIP 104791	21.229759	70.02761	6.67
HIP 105534	21.374094	-3.13013	6.67
HIP 107225	21.717257	-43.49610	6.67
HIP 107531	21.779512	13.71962	6.67
HR 8399	22.010907	62.48779	6.67
HIP 108779	22.035371	-75.67908	6.67
HIP 109245	22.131453	-70.28571	6.67
HIP 109993	22.278056	29.17325	6.67
HR 8611	22.652334	-52.69197	6.67
HIP 112420	22.770617	-11.16631	6.67
HIP 112559	22.797273	-4.22903	6.67
HIP 113190	22.921128	-48.49175	6.67
HIP 114327	23.154541	65.21141	6.67
HIP 115288	23.349338	17.25262	6.67
HIP 115856	23.473206	19.88558	6.67
HIP 116383	23.583217	24.42582	6.67
HIP 540	0.109872	28.55340	6.68
HIP 902	0.185520	57.58794	6.68
HIP 1164	0.242702	41.03264	6.68
HIP 1766	0.372572	-50.99249	6.68
HR 133	0.542935	27.58076	6.68
HR 170	0.666051	-33.96145	6.68
HIP 4291	0.916551	-74.30236	6.68
HIP 6057	1.295914	56.63159	6.68
HIP 6099	1.305185	67.81642	6.68
HIP 10714	2.299258	29.00725	6.68
HIP 11192	2.402658	-16.25430	6.68
HIP 12354	2.650959	10.63702	6.68
HIP 17147	3.672796	-3.21698	6.68
HIP 17631	3.778019	32.29019	6.68
HIP 17792	3.808546	9.64595	6.68
HIP 18235	3.899846	-23.13707	6.68
HIP 21135	4.530680	5.76445	6.68
HIP 22611	4.865065	-34.23866	6.68
HIP 23730	5.101684	68.97257	6.68
HR 1690	5.194819	0.51457	6.68
HIP 25416	5.436328	78.41456	6.68
HIP 25981	5.544957	-16.31919	6.68
HIP 27011	5.729584	-21.42866	6.68
HIP 27390	5.800576	12.41840	6.68
HR 2060	5.899331	-19.63880	6.68
HIP 29882	6.292704	35.14920	6.68
HIP 30245	6.362490	12.86194	6.68
HIP 30461	6.403631	-26.44503	6.68
HIP 31032	6.511300	-40.44814	6.68
HIP 31061	6.517926	-43.71706	6.68
HIP 31363	6.576563	4.96793	6.68
HIP 32256	6.736056	-54.73073	6.68
HIP 33643	6.988925	42.31476	6.68
HIP 34166	7.085026	-21.45018	6.68
HIP 34904	7.221775	-0.25952	6.68
HIP 35733	7.371217	-35.91624	6.68
HIP 36634	7.533952	61.75778	6.68
HIP 36775	7.563958	-43.11373	6.68
HIP 39948	8.158434	32.22114	6.68
HIP 40777	8.322850	-20.16426	6.68
HIP 41463	8.457463	-14.93521	6.68
HIP 42072	8.574936	47.13963	6.68
HIP 43683	8.898704	19.96713	6.68
HIP 43816	8.923918	5.56591	6.68
HIP 44030	8.966250	-4.85930	6.68
HR 3727	9.406249	36.58709	6.68
HIP 46890	9.554910	-21.39204	6.68
HIP 48687	9.929166	-8.83650	6.68
HIP 48942	9.984897	-63.34531	6.68
HIP 49694	10.144795	1.16076	6.68
HIP 49747	10.155449	20.33235	6.68
HIP 49950	10.198283	-35.32473	6.68
HIP 50461	10.303036	-82.91078	6.68
HIP 51294	10.478449	-43.83834	6.68
HIP 51661	10.554206	-55.38689	6.68
HIP 51686	10.558645	-40.23844	6.68
HIP 51857	10.595003	-58.19288	6.68
HIP 53074	10.858415	-75.88277	6.68
HIP 54332	11.114539	-30.55497	6.68
HIP 54674	11.192032	54.14939	6.68
HIP 54684	11.194554	-60.31082	6.68
HIP 55374	11.338586	-28.33223	6.68
HIP 55865	11.450228	-56.28017	6.68
HIP 55936	11.463995	45.18521	6.68
HIP 56326	11.547618	-36.20920	6.68
HIP 58301	11.955680	-49.36011	6.68
HIP 60014	12.308077	32.74890	6.68
HIP 61019	12.505427	-60.98989	6.68
HIP 61463	12.595213	-16.82611	6.68
HIP 62073	12.721800	26.12659	6.68
HIP 63623	13.039627	-28.28630	6.68
HIP 64459	13.212300	-31.87335	6.68
HIP 64543	13.229061	32.53044	6.68
HIP 64843	13.292155	-15.54807	6.68
HIP 64876	13.298733	-68.49567	6.68
HIP 65413	13.407218	-51.87516	6.68
HIP 66128	13.556275	33.65766	6.68
HIP 66482	13.629711	-3.23602	6.68
HIP 68146	13.951754	20.95391	6.68
HIP 69628	14.250447	-61.70678	6.68
HIP 69699	14.266635	56.68915	6.68
HIP 72480	14.820786	25.15089	6.68
HIP 73518	15.026484	-3.16425	6.68
HIP 74367	15.197216	-16.15956	6.68
HIP 75161	15.359524	-44.93820	6.68
HIP 75306	15.385982	-51.73606	6.68
HIP 75425	15.409801	54.21280	6.68
HIP 77958	15.921099	-42.60513	6.68
HIP 78553	16.037792	-73.51541	6.68
HIP 79187	16.161501	0.81984	6.68
HIP 79492	16.221791	13.52691	6.68
HIP 79524	16.227875	-21.39996	6.68
HIP 80548	16.445355	10.99054	6.68
HIP 80606	16.458213	-69.32604	6.68
HIP 81695	16.688521	-18.05946	6.68
HIP 82460	16.852060	9.40432	6.68
HIP 83459	17.057268	34.38348	6.68
HIP 83774	17.121875	-76.22398	6.68
HIP 84297	17.233895	-27.79657	6.68
HIP 85035	17.379577	-45.61427	6.68
HIP 85204	17.410910	32.67038	6.68
HIP 85259	17.421879	8.92467	6.68
HIP 85641	17.501566	-33.71637	6.68
HIP 86286	17.630892	-37.86140	6.68
HIP 87853	17.947230	-32.68888	6.68
HIP 88772	18.122553	15.91650	6.68
HIP 89242	18.211210	2.81281	6.68
HIP 89770	18.318977	71.51785	6.68
HR 6926	18.482599	-26.58208	6.68
HIP 91200	18.604163	30.58474	6.68
HIP 91338	18.630126	5.88347	6.68
HIP 91887	18.731774	47.61621	6.68
HIP 92393	18.828465	15.93454	6.68
HIP 94733	19.276302	6.59667	6.68
HIP 95534	19.432397	44.93075	6.68
HIP 95931	19.509577	56.13621	6.68
HIP 96252	19.571719	41.92722	6.68
HIP 97304	19.775768	50.01034	6.68
HIP 98213	19.958063	38.45826	6.68
HR 7661	20.067000	-7.46947	6.68
HIP 100035	20.295511	-51.91694	6.68
HIP 101838	20.637707	44.33271	6.68
HIP 102558	20.783628	58.41677	6.68
HIP 103348	20.938554	42.76872	6.68
HIP 105237	21.316677	39.74934	6.68
HIP 108212	21.922498	20.84901	6.68
HIP 108233	21.926419	53.24323	6.68
HIP 108354	21.951394	-76.21134	6.68
HIP 109561	22.193892	-34.46511	6.68
HIP 110434	22.368115	15.65147	6.68
HIP 110724	22.433383	80.70159	6.68
